"Indicator","Time","Value (USD/ZMK)"
"Currency","2009/03/23",5.50
"Currency","2009/03/20",5.56
"Currency","2009/03/19",5.64
"Currency","2009/03/18",5.68
"Currency","2009/03/17",5.66
"Currency","2009/03/16",5.65
"Currency","2009/03/13",5.63
"Currency","2009/03/12",5.63
"Currency","2009/03/11",5.63
"Currency","2009/03/10",5.63
"Currency","2009/03/09",5.55
"Currency","2009/03/06",5.54
"Currency","2009/03/05",5.58
"Currency","2009/03/04",5.61
"Currency","2009/03/03",5.60
"Currency","2009/03/02",5.61
"Currency","2009/02/27",5.61
"Currency","2009/02/26",5.60
"Currency","2009/02/25",5.61
"Currency","2009/02/24",5.61
"Currency","2009/02/23",5.56
"Currency","2009/02/20",5.50
"Currency","2009/02/19",5.50
"Currency","2009/02/18",5.55
"Currency","2009/02/17",5.68
"Currency","2009/02/16",5.60
"Currency","2009/02/13",5.51
"Currency","2009/02/12",5.37
"Currency","2009/02/11",5.28
"Currency","2009/02/10",5.24
"Currency","2009/02/09",5.22
"Currency","2009/02/06",5.20
"Currency","2009/02/05",5.22
"Currency","2009/02/04",5.16
"Currency","2009/02/03",5.17
"Currency","2009/02/02",5.17
"Currency","2009/01/30",5.15
"Currency","2009/01/29",5.13
"Currency","2009/01/28",5.14
"Currency","2009/01/27",5.12
"Currency","2009/01/26",5.18
"Currency","2009/01/23",5.11
"Currency","2009/01/22",5.13
"Currency","2009/01/21",5.12
"Currency","2009/01/20",5.09
"Currency","2009/01/19",5.03
"Currency","2009/01/16",5.02
"Currency","2009/01/15",5.05
"Currency","2009/01/14",4.97
"Currency","2009/01/13",4.95
"Currency","2009/01/12",4.97
"Currency","2009/01/09",4.98
"Currency","2009/01/08",4.91
"Currency","2009/01/07",4.89
"Currency","2009/01/06",4.91
"Currency","2009/01/05",4.87
"Currency","2009/01/02",4.87
"Currency","2009/01/01",4.80
"Currency","2008/12/31",4.80
"Currency","2008/12/30",4.90
"Currency","2008/12/29",4.91
"Currency","2008/12/26",4.86
"Currency","2008/12/25",4.85
"Currency","2008/12/24",4.85
"Currency","2008/12/23",4.85
"Currency","2008/12/22",4.83
"Currency","2008/12/19",4.76
"Currency","2008/12/18",5.05
"Currency","2008/12/17",5.10
"Currency","2008/12/16",5.11
"Currency","2008/12/15",5.19
"Currency","2008/12/12",5.22
"Currency","2008/12/11",5.00
"Currency","2008/12/10",4.93
"Currency","2008/12/09",4.88
"Currency","2008/12/08",4.87
"Currency","2008/12/05",4.75
"Currency","2008/12/04",4.77
"Currency","2008/12/03",4.68
"Currency","2008/12/02",4.58
"Currency","2008/12/01",4.53
"Currency","2008/11/28",4.56
"Currency","2008/11/27",4.50
"Currency","2008/11/26",4.50
"Currency","2008/11/25",4.53
"Currency","2008/11/24",4.56
"Currency","2008/11/21",4.60
"Currency","2008/11/20",4.57
"Currency","2008/11/19",4.57
"Currency","2008/11/18",4.46
"Currency","2008/11/17",4.53
"Currency","2008/11/14",4.43
"Currency","2008/11/13",4.29
"Currency","2008/11/12",4.10
"Currency","2008/11/11",3.98
"Currency","2008/11/10",3.92
"Currency","2008/11/07",3.93
"Currency","2008/11/06",3.91
"Currency","2008/11/05",3.85
"Currency","2008/11/04",3.96
"Currency","2008/11/03",3.81
"Currency","2008/10/31",4.47
"Currency","2008/10/30",4.69
"Currency","2008/10/29",4.71
"Currency","2008/10/28",4.69
"Currency","2008/10/27",4.61
"Currency","2008/10/24",4.44
"Currency","2008/10/23",4.45
"Currency","2008/10/22",4.36
"Currency","2008/10/21",4.22
"Currency","2008/10/20",4.23
"Currency","2008/10/17",4.22
"Currency","2008/10/16",4.16
"Currency","2008/10/15",3.83
"Currency","2008/10/14",3.85
"Currency","2008/10/13",3.96
"Currency","2008/10/10",3.91
"Currency","2008/10/09",3.78
"Currency","2008/10/08",3.70
"Currency","2008/10/07",3.66
"Currency","2008/10/06",3.58
"Currency","2008/10/03",3.53
"Currency","2008/10/02",3.50
"Currency","2008/10/01",3.52
"Currency","2008/09/30",3.58
"Currency","2008/09/29",3.59
"Currency","2008/09/26",3.56
"Currency","2008/09/25",3.56
"Currency","2008/09/24",3.57
"Currency","2008/09/23",3.56
"Currency","2008/09/22",3.59
"Currency","2008/09/19",3.59
"Currency","2008/09/18",3.59
"Currency","2008/09/17",3.58
"Currency","2008/09/16",3.52
"Currency","2008/09/15",3.51
"Currency","2008/09/12",3.48
"Currency","2008/09/11",3.46
"Currency","2008/09/10",3.47
"Currency","2008/09/09",3.45
"Currency","2008/09/08",3.52
"Currency","2008/09/05",3.53
"Currency","2008/09/04",3.55
"Currency","2008/09/03",3.58
"Currency","2008/09/02",3.60
"Currency","2008/09/01",3.53
"Currency","2008/08/29",3.52
"Currency","2008/08/28",3.52
"Currency","2008/08/27",3.52
"Currency","2008/08/26",3.51
"Currency","2008/08/25",3.56
"Currency","2008/08/22",3.56
"Currency","2008/08/21",3.57
"Currency","2008/08/20",3.60
"Currency","2008/08/19",3.48
"Currency","2008/08/18",3.41
"Currency","2008/08/15",3.40
"Currency","2008/08/14",3.40
"Currency","2008/08/13",3.38
"Currency","2008/08/12",3.37
"Currency","2008/08/11",3.34
"Currency","2008/08/08",3.37
"Currency","2008/08/07",3.32
"Currency","2008/08/06",3.35
"Currency","2008/08/05",3.35
"Currency","2008/08/04",3.40
"Currency","2008/08/01",3.38
"Currency","2008/07/31",3.52
"Currency","2008/07/30",3.52
"Currency","2008/07/29",3.50
"Currency","2008/07/28",3.53
"Currency","2008/07/25",3.47
"Currency","2008/07/24",3.49
"Currency","2008/07/23",3.43
"Currency","2008/07/22",3.38
"Currency","2008/07/21",3.39
"Currency","2008/07/18",3.38
"Currency","2008/07/17",3.38
"Currency","2008/07/16",3.37
"Currency","2008/07/15",3.44
"Currency","2008/07/14",3.35
"Currency","2008/07/11",3.30
"Currency","2008/07/10",3.33
"Currency","2008/07/09",3.38
"Currency","2008/07/08",3.35
"Currency","2008/07/07",3.35
"Currency","2008/07/04",3.36
"Currency","2008/07/03",3.35
"Currency","2008/07/02",3.31
"Currency","2008/07/01",3.18
"Currency","2008/06/30",3.18
"Currency","2008/06/27",3.20
"Currency","2008/06/26",3.21
"Currency","2008/06/25",3.20
"Currency","2008/06/24",3.18
"Currency","2008/06/23",3.23
"Currency","2008/06/20",3.16
"Currency","2008/06/19",3.20
"Currency","2008/06/18",3.18
"Currency","2008/06/17",3.18
"Currency","2008/06/16",3.22
"Currency","2008/06/13",3.27
"Currency","2008/06/12",3.26
"Currency","2008/06/11",3.24
"Currency","2008/06/10",3.25
"Currency","2008/06/09",3.28
"Currency","2008/06/06",3.33
"Currency","2008/06/05",3.33
"Currency","2008/06/04",3.33
"Currency","2008/06/03",3.35
"Currency","2008/06/02",3.37
"Currency","2008/05/30",3.42
"Currency","2008/05/29",3.45
"Currency","2008/05/28",3.45
"Currency","2008/05/27",3.43
"Currency","2008/05/26",3.43
"Currency","2008/05/23",3.42
"Currency","2008/05/22",3.38
"Currency","2008/05/21",3.45
"Currency","2008/05/20",3.46
"Currency","2008/05/19",3.36
"Currency","2008/05/16",3.42
"Currency","2008/05/15",3.46
"Currency","2008/05/14",3.41
"Currency","2008/05/13",3.34
"Currency","2008/05/12",3.34
"Currency","2008/05/09",3.38
"Currency","2008/05/08",3.33
"Currency","2008/05/07",3.38
"Currency","2008/05/06",3.38
"Currency","2008/05/05",3.42
"Currency","2008/05/02",3.45
"Currency","2008/05/01",3.48
"Currency","2008/04/30",3.48
"Currency","2008/04/29",3.48
"Currency","2008/04/28",3.47
"Currency","2008/04/25",3.47
"Currency","2008/04/24",3.48
"Currency","2008/04/23",3.48
"Currency","2008/04/22",3.54
"Currency","2008/04/21",3.50
"Currency","2008/04/18",3.48
"Currency","2008/04/17",3.44
"Currency","2008/04/16",3.44
"Currency","2008/04/15",3.48
"Currency","2008/04/14",3.49
"Currency","2008/04/11",3.53
"Currency","2008/04/10",3.55
"Currency","2008/04/09",3.54
"Currency","2008/04/08",3.55
"Currency","2008/04/07",3.57
"Currency","2008/04/04",3.57
"Currency","2008/04/03",3.56
"Currency","2008/04/02",3.57
"Currency","2008/04/01",3.64
"Currency","2008/03/31",3.66
"Currency","2008/03/28",3.70
"Currency","2008/03/27",3.70
"Currency","2008/03/26",3.67
"Currency","2008/03/25",3.63
"Currency","2008/03/24",3.62
"Currency","2008/03/21",3.62
"Currency","2008/03/20",3.62
"Currency","2008/03/19",3.59
"Currency","2008/03/18",3.59
"Currency","2008/03/17",3.62
"Currency","2008/03/14",3.66
"Currency","2008/03/13",3.65
"Currency","2008/03/12",3.68
"Currency","2008/03/11",3.69
"Currency","2008/03/10",3.70
"Currency","2008/03/07",3.70
"Currency","2008/03/06",3.70
"Currency","2008/03/05",3.71
"Currency","2008/03/04",3.72
"Currency","2008/03/03",3.74
"Currency","2008/02/29",3.76
"Currency","2008/02/28",3.76
"Currency","2008/02/27",3.77
"Currency","2008/02/26",3.76
"Currency","2008/02/25",3.74
"Currency","2008/02/22",3.73
"Currency","2008/02/21",3.75
"Currency","2008/02/20",3.74
"Currency","2008/02/19",3.75
"Currency","2008/02/18",3.75
"Currency","2008/02/15",3.75
"Currency","2008/02/14",3.74
"Currency","2008/02/13",3.76
"Currency","2008/02/12",3.77
"Currency","2008/02/11",3.78
"Currency","2008/02/08",3.77
"Currency","2008/02/07",3.75
"Currency","2008/02/06",3.77
"Currency","2008/02/05",3.77
"Currency","2008/02/04",3.76
"Currency","2008/02/01",3.73
"Currency","2008/01/31",3.80
"Currency","2008/01/30",3.83
"Currency","2008/01/29",3.82
"Currency","2008/01/28",3.83
"Currency","2008/01/25",3.80
"Currency","2008/01/24",3.82
"Currency","2008/01/23",3.83
"Currency","2008/01/22",3.82
"Currency","2008/01/21",3.75
"Currency","2008/01/18",3.78
"Currency","2008/01/17",3.76
"Currency","2008/01/16",3.78
"Currency","2008/01/15",3.76
"Currency","2008/01/14",3.76
"Currency","2008/01/11",3.78
"Currency","2008/01/10",3.79
"Currency","2008/01/09",3.86
"Currency","2008/01/08",3.87
"Currency","2008/01/07",3.87
"Currency","2008/01/04",3.89
"Currency","2008/01/03",3.88
"Currency","2008/01/02",3.86
"Currency","2008/01/01",3.88
"Currency","2007/12/31",3.88
"Currency","2007/12/28",3.87
"Currency","2007/12/27",3.84
"Currency","2007/12/26",3.85
"Currency","2007/12/25",3.85
"Currency","2007/12/24",3.85
"Currency","2007/12/21",3.85
"Currency","2007/12/20",3.83
"Currency","2007/12/19",3.86
"Currency","2007/12/18",3.87
"Currency","2007/12/17",3.89
"Currency","2007/12/14",3.87
"Currency","2007/12/13",3.87
"Currency","2007/12/12",3.89
"Currency","2007/12/11",3.88
"Currency","2007/12/10",3.83
"Currency","2007/12/07",3.83
"Currency","2007/12/06",3.83
"Currency","2007/12/05",3.85
"Currency","2007/12/04",3.80
"Currency","2007/12/03",3.86
"Currency","2007/11/30",3.80
"Currency","2007/11/29",3.78
"Currency","2007/11/28",3.80
"Currency","2007/11/27",3.82
"Currency","2007/11/26",3.87
"Currency","2007/11/23",3.87
"Currency","2007/11/22",3.76
"Currency","2007/11/21",3.77
"Currency","2007/11/20",3.72
"Currency","2007/11/19",3.73
"Currency","2007/11/16",3.74
"Currency","2007/11/15",3.77
"Currency","2007/11/14",3.77
"Currency","2007/11/13",3.78
"Currency","2007/11/12",3.80
"Currency","2007/11/09",3.78
"Currency","2007/11/08",3.76
"Currency","2007/11/07",3.78
"Currency","2007/11/06",3.80
"Currency","2007/11/05",3.75
"Currency","2007/11/02",3.77
"Currency","2007/11/01",3.77
"Currency","2007/10/31",3.78
"Currency","2007/10/30",3.80
"Currency","2007/10/29",3.80
"Currency","2007/10/26",3.81
"Currency","2007/10/25",3.81
"Currency","2007/10/24",3.81
"Currency","2007/10/23",3.83
"Currency","2007/10/22",3.79
"Currency","2007/10/19",3.84
"Currency","2007/10/18",3.84
"Currency","2007/10/17",3.90
"Currency","2007/10/16",3.77
"Currency","2007/10/15",3.80
"Currency","2007/10/12",3.81
"Currency","2007/10/11",3.84
"Currency","2007/10/10",3.85
"Currency","2007/10/09",3.87
"Currency","2007/10/08",3.86
"Currency","2007/10/05",3.89
"Currency","2007/10/04",3.86
"Currency","2007/10/03",3.89
"Currency","2007/10/02",3.87
"Currency","2007/10/01",3.88
"Currency","2007/09/28",3.88
"Currency","2007/09/27",3.93
"Currency","2007/09/26",3.83
"Currency","2007/09/25",3.81
"Currency","2007/09/24",3.80
"Currency","2007/09/21",3.88
"Currency","2007/09/20",3.89
"Currency","2007/09/19",3.90
"Currency","2007/09/18",3.96
"Currency","2007/09/17",3.95
"Currency","2007/09/14",4.02
"Currency","2007/09/13",3.99
"Currency","2007/09/12",3.99
"Currency","2007/09/11",4.07
"Currency","2007/09/10",4.06
"Currency","2007/09/07",4.06
"Currency","2007/09/06",4.03
"Currency","2007/09/05",4.08
"Currency","2007/09/04",4.08
"Currency","2007/09/03",4.05
"Currency","2007/08/31",4.06
"Currency","2007/08/30",4.06
"Currency","2007/08/29",4.07
"Currency","2007/08/28",4.02
"Currency","2007/08/27",4.03
"Currency","2007/08/24",4.05
"Currency","2007/08/23",4.03
"Currency","2007/08/22",4.07
"Currency","2007/08/21",4.03
"Currency","2007/08/20",4.06
"Currency","2007/08/17",4.09
"Currency","2007/08/16",4.03
"Currency","2007/08/15",3.98
"Currency","2007/08/14",4.01
"Currency","2007/08/13",3.99
"Currency","2007/08/10",3.99
"Currency","2007/08/09",3.98
"Currency","2007/08/08",3.94
"Currency","2007/08/07",3.92
"Currency","2007/08/06",3.97
"Currency","2007/08/03",3.96
"Currency","2007/08/02",3.96
"Currency","2007/08/01",3.98
"Currency","2007/07/31",3.92
"Currency","2007/07/30",3.90
"Currency","2007/07/27",3.88
"Currency","2007/07/26",3.88
"Currency","2007/07/25",3.87
"Currency","2007/07/24",3.82
"Currency","2007/07/23",3.81
"Currency","2007/07/20",3.84
"Currency","2007/07/19",3.87
"Currency","2007/07/18",3.88
"Currency","2007/07/17",3.87
"Currency","2007/07/16",3.84
"Currency","2007/07/13",3.85
"Currency","2007/07/12",3.83
"Currency","2007/07/11",3.79
"Currency","2007/07/10",3.79
"Currency","2007/07/09",3.78
"Currency","2007/07/06",3.77
"Currency","2007/07/05",3.78
"Currency","2007/07/04",3.77
"Currency","2007/07/03",3.76
"Currency","2007/07/02",3.78
"Currency","2007/06/29",3.77
"Currency","2007/06/28",3.77
"Currency","2007/06/27",3.78
"Currency","2007/06/26",3.77
"Currency","2007/06/25",3.79
"Currency","2007/06/22",3.83
"Currency","2007/06/21",3.78
"Currency","2007/06/20",3.85
"Currency","2007/06/19",3.87
"Currency","2007/06/18",3.88
"Currency","2007/06/15",3.89
"Currency","2007/06/14",3.89
"Currency","2007/06/13",3.97
"Currency","2007/06/12",3.98
"Currency","2007/06/11",3.98
"Currency","2007/06/08",4.00
"Currency","2007/06/07",4.00
"Currency","2007/06/06",3.96
"Currency","2007/06/05",3.96
"Currency","2007/06/04",3.93
"Currency","2007/06/01",3.93
"Currency","2007/05/31",3.97
"Currency","2007/05/30",4.02
"Currency","2007/05/29",4.00
"Currency","2007/05/28",3.98
"Currency","2007/05/25",3.95
"Currency","2007/05/24",3.94
"Currency","2007/05/23",3.92
"Currency","2007/05/22",3.94
"Currency","2007/05/21",3.96
"Currency","2007/05/18",3.98
"Currency","2007/05/17",4.00
"Currency","2007/05/16",4.01
"Currency","2007/05/15",4.01
"Currency","2007/05/14",4.01
"Currency","2007/05/11",4.04
"Currency","2007/05/10",4.04
"Currency","2007/05/09",4.06
"Currency","2007/05/08",4.09
"Currency","2007/05/07",4.06
"Currency","2007/05/04",4.06
"Currency","2007/05/03",4.04
"Currency","2007/05/02",4.09
"Currency","2007/05/01",4.14
"Currency","2007/04/30",4.14
"Currency","2007/04/27",4.16
"Currency","2007/04/26",4.16
"Currency","2007/04/25",4.17
"Currency","2007/04/24",4.14
"Currency","2007/04/23",4.10
"Currency","2007/04/20",4.11
"Currency","2007/04/19",4.01
"Currency","2007/04/18",4.03
"Currency","2007/04/17",4.08
"Currency","2007/04/16",4.13
"Currency","2007/04/13",4.13
"Currency","2007/04/12",4.17
"Currency","2007/04/11",4.19
"Currency","2007/04/10",4.20
"Currency","2007/04/09",4.18
"Currency","2007/04/06",4.18
"Currency","2007/04/05",4.18
"Currency","2007/04/04",4.22
"Currency","2007/04/03",4.24
"Currency","2007/04/02",4.25
"Currency","2007/03/30",4.23
"Currency","2007/03/29",4.25
"Currency","2007/03/28",4.24
"Currency","2007/03/27",4.29
"Currency","2007/03/26",4.29
"Currency","2007/03/23",4.28
"Currency","2007/03/22",4.28
"Currency","2007/03/21",4.28
"Currency","2007/03/20",4.29
"Currency","2007/03/19",4.27
"Currency","2007/03/16",4.24
"Currency","2007/03/15",4.24
"Currency","2007/03/14",4.24
"Currency","2007/03/13",4.23
"Currency","2007/03/12",4.22
"Currency","2007/03/09",4.25
"Currency","2007/03/08",4.25
"Currency","2007/03/07",4.23
"Currency","2007/03/06",4.22
"Currency","2007/03/05",4.23
"Currency","2007/03/02",4.22
"Currency","2007/03/01",4.21
"Currency","2007/02/28",4.23
"Currency","2007/02/27",4.21
"Currency","2007/02/26",4.20
"Currency","2007/02/23",4.17
"Currency","2007/02/22",4.15
"Currency","2007/02/21",4.18
"Currency","2007/02/20",4.22
"Currency","2007/02/19",4.22
"Currency","2007/02/16",4.13
"Currency","2007/02/15",4.21
"Currency","2007/02/14",4.23
"Currency","2007/02/13",4.25
"Currency","2007/02/12",4.27
"Currency","2007/02/09",4.29
"Currency","2007/02/08",4.31
"Currency","2007/02/07",4.30
"Currency","2007/02/06",4.30
"Currency","2007/02/05",4.27
"Currency","2007/02/02",4.27
"Currency","2007/02/01",4.29
"Currency","2007/01/31",4.29
"Currency","2007/01/30",4.28
"Currency","2007/01/29",4.27
"Currency","2007/01/26",4.25
"Currency","2007/01/25",4.25
"Currency","2007/01/24",4.27
"Currency","2007/01/23",4.27
"Currency","2007/01/22",4.26
"Currency","2007/01/19",4.24
"Currency","2007/01/18",4.23
"Currency","2007/01/17",4.17
"Currency","2007/01/16",4.19
"Currency","2007/01/15",4.20
"Currency","2007/01/12",4.20
"Currency","2007/01/11",4.19
"Currency","2007/01/10",4.20
"Currency","2007/01/09",4.20
"Currency","2007/01/08",4.15
"Currency","2007/01/05",4.18
"Currency","2007/01/04",4.16
"Currency","2007/01/03",4.07
"Currency","2007/01/02",4.04
"Currency","2007/01/01",4.43
"Currency","2006/12/29",4.43
"Currency","2006/12/28",4.40
"Currency","2006/12/27",4.37
"Currency","2006/12/26",4.27
"Currency","2006/12/25",4.20
"Currency","2006/12/22",4.20
"Currency","2006/12/21",4.06
"Currency","2006/12/20",4.07
"Currency","2006/12/19",4.00
"Currency","2006/12/18",4.01
"Currency","2006/12/15",3.99
"Currency","2006/12/14",4.00
"Currency","2006/12/13",4.19
"Currency","2006/12/12",4.12
"Currency","2006/12/11",4.06
"Currency","2006/12/08",4.06
"Currency","2006/12/07",4.05
"Currency","2006/12/06",4.05
"Currency","2006/12/05",4.06
"Currency","2006/12/04",4.04
"Currency","2006/12/01",4.05
"Currency","2006/11/30",4.00
"Currency","2006/11/29",4.04
"Currency","2006/11/28",4.03
"Currency","2006/11/27",4.05
"Currency","2006/11/24",4.05
"Currency","2006/11/23",4.08
"Currency","2006/11/22",4.06
"Currency","2006/11/21",3.99
"Currency","2006/11/20",4.05
"Currency","2006/11/17",3.98
"Currency","2006/11/16",3.93
"Currency","2006/11/15",3.93
"Currency","2006/11/14",3.90
"Currency","2006/11/13",3.88
"Currency","2006/11/10",3.86
"Currency","2006/11/09",3.98
"Currency","2006/11/08",3.89
"Currency","2006/11/07",4.00
"Currency","2006/11/06",4.00
"Currency","2006/11/03",4.01
"Currency","2006/11/02",3.95
"Currency","2006/11/01",3.93
"Currency","2006/10/31",3.85
"Currency","2006/10/30",3.81
"Currency","2006/10/27",3.78
